word	polarity	subjectivity
#cafetwitter	0	-0.09
#cagada	-0.08	0.06
#cagao	0	-0.09
#cahuil	0.08	0.04
#caioentranomsn	0	-0.26
#cajondelmaipo	0	-0.09
#calabaza	0	-0.17
#calabocaelieser	0	-0.86
#calabocalia	0	-0.09
#calabocamaroca	0	-0.09
#calabocasenu00e3otexplodo	0	-0.09
#calado	0	-0.09
#calama	0	-0.69
#calderon	0	-0.34
#calebu	0	-0.09
#calendario	0	-0.09
#calentamientoglobal	0	-0.09
#calera	0	-0.17
#caletamostazal	0	-0.09
#calgar	0	-0.09
#calicanto	0.08	0.06
#california	0	-0.17
#calor	0	-0.43
#calordaporra	0	-0.34
#calordorecifenostrendingtopics	0	-0.09
#calordosinfernos	0	-0.09
#calorinfernal	0	-0.09
#calorr	0	-0.09
#calu00e7asdanorueg	0	-0.09
#calunia	0	-0.09
#camadegato	0	-0.09
#camaras	0	-0.09
#camera	0	-0.17
#camilacamposaravena	0	-0.09
#camilacgcg	0	-0.09
#camiloterriblepollo	0	-0.09
#caminha	0	-0.09
#camino	0	-0.09
#caminodesantiago	-0.08	0.05
#caminodesantiago2010	0.08	0.03
#caminos	0	-0.09
#caminosch	0	-0.09
#caminoschil	0	-0.34
#caminoschile	0.4	-5
#camiroagafleto	0	-0.26
#camiscafonamodeon	0	-0.09
#camiseteria	0	-0.17
#campaba	0	-0.17
#campeonatoalagoano	0	-0.09
#canada	0.08	0.03
#canadaforgol	0	-0.09
#canal13	0.13	-3.01
#canal13busca	0	-0.09
#canal13online	0	-0.52
#canal22	0	-0.09
#canal24h	0	-0.09
#canal2r	0	-0.26
#canal5noticias	-0.27	0.02
#canal_chile	0	-0.09
#canalsiete	0	-0.09
#cancelado	0	-0.09
#canceriana	0	-0.09
#cancun	0.16	0.05
#cancunoso	0	-0.09
#candidatopederasta	0	-0.09
#canela	0	-0.09
#canete	0	-0.34
#canosa	0	-0.09
#cansada	-0.08	0.06
#cantadadopotter	0	-0.09
#cantadajonas	0	-0.09
#cantadapower	0	-0.09
#cantadaseforas	0	-0.09
#cantadasfail	0	-0.09
#cantadasjonas	0	-0.34
#cantadaspower	0	-0.09
#cantadasproluan	0	-0.95
#cantaura	-0.08	0.06
#cantidad	0	-0.17
#cantwait	0.08	0.06
#canvandomusicas	0	-0.09
#caoschile	-0.18	0.19
#capirotada	0.08	0.06
#capitanpastene	0	-0.26
#capitu	0	-0.09
#car	0	-0.26
#carabineros	0	-0.34
#carabobo	0	-0.09
#caraca	0	-0.26
#caracas	-0.08	-0.3
#caracassinterremoto	0.08	0.06
#caracasvenezuela	0	-0.09
#carachangren	0	-0.09
#caracoltv	0	-0.17
#carahue	-0.16	0.12
#caral	0	-0.09
#caraleo	0	-0.09
#carbonelleando	0	-0.09
#carcarestudio	0	-0.09
#cardenal	0	-0.09
#cardly	0	-0.09
#care	0	-0.17
#careraja	0	-0.17
#caretasdorob	0	-0.26
#caribe	0	-0.09
#caritas	0	-0.17
#carla	0	-0.34
#carlamedinanonosdejes	0	-0.09
#carlos	0	-0.09
#carlosmontemayo	0	-0.09
#carlosmontemayor	0.16	0.02
#carloszarate13	0	-0.09
#carmen_fernandez	0.08	0.06
#carmensandiego	0	-0.09
#carnaval	0	-0.09
#carne	0	-0.17
#carol	0	-0.26
#carolabs	0	-0.09
#carolaurrejola	0	-0.09
#carolina	0	-0.09
#carrefour	0	-0.09
#carreteras	0	-0.09
#cars	0	-2.24
#cartagena	0	-0.17
#casablanca	0	-0.26
#casablanca_chile	0	-0.09
#casamento	0	-0.09
#casimecagodenuevo	0	-0.09
#castiel	0	-0.09
#castigo	-0.08	0.06
#castro	0	-0.09
#cat	0	-0.09
#catalanes	0	-0.17
#catarsis	0.08	0.06
#catarsisonline	-0.08	0.05
#catastrofe	0	-0.09
#catita	0	-0.09
#catolica	0	-0.09
#caundoteniaonce	0	-0.09
#cauqu	0	-0.09
#cauquene	0	-1.72
#cauquenes	2.31	0.17
#cayucupil	0	-0.26
#cazandodatos	0	-0.26
#cbsnews	0	-0.09
#cbsnewslive	-0.24	0.05
#ccmusic	0	-0.09
#ccs	0	-0.09
#cdc	0	-0.09
#cdjuarez	0	-0.26
#cdlm	-0.16	0.11
#cdlr	-0.18	0.2
#cdparamore	0.32	-5
#cdsm	0	-0.09
#cdvictori	-0.16	0.12
#cdvictoria	-0.16	0.11
#ce3bsc	0	-0.09
#ceachei	0	-0.09
#celebridades	0	-0.09
#celebrity	0	-0.09
#celso	0	-0.09
#celular	0	-0.17
#cenmexciacbrasil	0	-0.09
#cenmexciacchile	0	-0.17
#cenmexciacmexico	0	-0.09
#cerati	0	-0.09
#cerdanyola_en_positiu	0	-0.09
#cerdos	0.16	0.12
#ceroganas	0	-0.09
#cerr	0	-0.09
#cerrillo	0	-0.09
#cerrillos	-0.08	-1.33
#cerrilos	0	-0.09
#cerro	0	-0.09
#cerronavia	0	-0.26
#cerroporte	0	-0.17
#cerros	0	-0.78
#cervejacarrosseldasamericas	0	-0.09
#cervejafelings	0	-0.09
#cesars	0	-0.09
#cf	0	-0.09
#cfk	-0.08	-0.47
#cfkhabla	0	-0.09
#ch	0.08	-0.3
#chacarita	0	-0.09
#chala_tecnica	0	-0.09
#chalc	0	-0.09
#chalco	0	-0.43
#chalcoton	-0.12	0.27
#chale	-0.02	0.11
#champa	0	-0.09
#chan	0	-0.43
#chanc	0	-0.26
#chanco	1.02	0.06
#chantastofre	0	-0.09
#chantastrofe	0	-0.09
#chapeunochicao	0	-0.09
#chapine	0	-0.09
#charge	0	-0.09
#charla_tecnica	-0.49	-3.28
#charlacorta	0	-0.09
#charlatecnica	-0.02	0.05
#charlota	0	-0.09
#charrua	0	-0.43
#chasepino	0	-1.03
#chatchapin	0	-0.09
#chatroulette	0	-0.17
#chavez	0	-0.43
#chavezeselpueblo	0	-0.09
#chaveztsunamierda	0	-0.17
#chavista	-0.16	0.12
#chelas	0.08	0.06
#chelatuite	0	-0.17
#chelatuiter	0	-0.17
#cheryl	0	-0.09
#chi	0.08	-0.9
#chicaspesadas	0	-0.09
#chicharito	0.08	0.06
#chichilelelechile	0	-0.09
#chichoche	0	-0.09
#chicobuarque	0	-0.09
#chicoche	0	-0.09
#chiguallante	0	-0.09
#chiguayan	0	-1.21
#chiguayant	0	-1.81
#chiguayante	1.96	0.16
#chiguayanteni	0.08	0.06
#chih	0.08	0.06
#chihuayante	0	-0.34
#chike	0	-0.09
#chil	-0.54	-5
#chilan	0	-0.43
#chilayuda	0	-0.09
#chile	-1.4	-5
#chile0	0	-0.09
#chile_	0	-0.09
#chile_eq	0	-0.09
#chilea	0.16	-0.25
#chilealerta	0	-0.26
#chilean	0	-0.34
#chileanearthquake	0	-0.17
#chilearhquake	0	-0.09
#chilearthaquake	0	-0.26
#chilearthquake	-0.1	0.13
#chileay	0	-0.26
#chileayu	0.16	0.11
#chileayud	0	-2.41
#chileayuda	5	0.05
#chileayudac	0	-0.09
#chileayudachi	0	-0.26
#chileayudachil	0	-0.52
#chileayudachile	4.1	-5
#chileayudachileu00a0	0	-0.17
#chilebestrong	0	-0.09
#chilebusca	0	-1.47
#chilebuscagente	0	-0.09
#chilebusco	0	-0.09
#chilechico	0	-0.17
#chilecomparte	0	-0.09
#chileconectado	0	-0.26
#chilecrece	0	-0.69
#chilectra	0	-0.6
#chilecuentaconmigo	0	-0.26
#chilefrito	0	-0.09
#chilefuerza	0.08	0.06
#chilehttp	-0.08	0.06
#chileimportante	0	-0.09
#chilejp	0	-0.17
#chilel	0	-0.09
#chilelovesjonas	-0.08	0.05
#chilemoz	0	-0.09
#chilen	0.08	0.06
#chilenas	0	-0.09
#chilenedsjonas	-0.24	0.15
#chilenesesitayuda	0	-0.09
#chileno	0	-0.09
#chilenos	0.24	0.4
#chilenosdecorazon	0.16	0.12
#chilenosenbrasil	0	-0.09
#chilenosenmexico	0	-0.09
#chilenosenpanama	-0.08	0.06
#chilenosevende	0	-0.09
#chilenosnecesita	0	-0.09
#chilenotemuerasnunca	0	-0.09
#chilepaisdehuevones	0	-0.09
#chilepositivo	0	-0.09
#chilequ	0	-0.09
#chilequak	0	-0.43
#chilequake	0.24	-5
#chiler	0	-0.09
#chilerenace	0.32	0.22
#chilero	0	-0.09
#chilerockwithjonas	0	-0.17
#chilert	0	-0.17
#chilesacudido	-0.08	0.06
#chilesaqueos	0	-0.09
#chilese	0	-0.09
#chileselapuede	0	-0.09
#chileselevant	0	-0.09
#chileselevanta	1.13	-2.2
#chilesepodraponerdepie	0	-0.09
#chileseponedepie	0.08	0.06
#chilesolidaridad	0	-0.43
#chilesolidario	0.08	0.05
#chilesomostodos	0	-0.17
#chilestamoscontigo	0	-0.34
#chilestoyconustedes	0	-0.09
#chileteinforma	0	-0.09
#chiletembl	0	-0.09
#chiletembloroso	0	-0.09
#chileterremot	0	-0.09
#chileterremoto	0.05	-5
#chileterromoto	0.08	0.03
#chiletrabajos	-0.08	0.04
#chileu2013santiago	0	-0.09
#chileunido	0	-0.17
#chileustream	0	-0.09
#chilevenezuela	0.16	0.08
#chilevisi	0	-0.09
#chilevision	-0.16	0.05
#chilevoluntario	0	-0.6
#chilewantsdonfrancisco	0	-0.09
#chilewantsjonas	-0.08	0.03
#chilewantspaulmccartney	0	-1.29
#chilewantswestlife	-0.21	0.29
#chilexchile	0	-0.09
#chilexpress	0	-0.09
#chileyouarenotalone	0	-0.09
#chileyourenotalone	0	-0.09
#chileyuda	0.08	0.01
#chileyudachile	0	-0.09
#chilezonacatastrofe	0	-0.09
#chilibeans	0	-0.09
#chill	-0.08	-0.9
#chilla	0	-1.21
#chillan	-0.57	0.11
#chillancito	0	-0.09
#chille	0	-0.09
#chilli	0	-0.09
#chillpills	-0.08	0.06
#chilo	0	-0.17
#chiloe	0	-0.09
#chilquinta	0	-0.09
#chilr	0	-0.17
#chimbarongo	0	-0.43
#chimbo	-0.08	0.06
#china	0	-0.26
#chinazo	-0.08	0.05
#chingado	-0.16	0.12
#chinitota	0	-0.09
#chinquihue	0	-0.09
#chiq	0	-0.09
#chiquititas	0	-0.09
#chisme	0	-0.09
#chistazointerno	0	-0.09
#chistecruel	0	-0.6
#chisteinterno	0	-0.09
#chistemamila	0	-0.09
#chisteogt	0.08	0.06
#chistepoliticamenteincorrecto	0	-0.09
#chistesdeltsunami	0	-0.09
#chisteviejomaloperobligado	0	-0.26
#chivas	-0.08	0.05
#chjile	0	-0.09
#chleayudachile	0	-0.09
#choco	0	-0.43
#chocolates	0	-0.09
#choilefu	0	-0.09
#choquederealidade	0	-0.09
#choquei	0	-0.17
#chorasoldado	0	-0.09
#chorei	0	-0.09
#choro	0	-0.09
#chorona	0	-0.09
#choto	0	-0.09
#chovelle	0	-0.09
#chovellen	0.08	-0.47
#chrom	0	-0.09
#chuchu	0	-0.09
#chucknight	0	-0.09
#chucknorris	0	-0.52
#chuenga	0	-0.17
#chupacarandiru	0	-0.09
#chupacorinthians	0	-0.17
#chupacuritxa	0	-0.09
#chupagambazada	0	-0.09
#chuparobertocarlos	0	-0.09
#chuparonaldo	0	-0.17
#churrasco	0	-0.09
#chusma	0	-0.09
#chv	-0.04	-1.89
#chvnoticias	0	-0.26
#ci	0	-0.09
#ciberperiodi	0	-0.09
#ciberperiodimso	0	-0.17
#ciberperiodismo	0	-1.38
#ciclismo	0	-0.17
#ciclog	0	-0.17
#ciclogenesisex	0	-0.09
#ciclogenesisexplosiva	0	-0.09
#cid	0	-0.09
#ciencia	0	-1.12
#cienciacristiana	0	-0.17
#ciencias	0	-0.09
#cifra	0	-0.26
#cihile	0	-0.17
#cile	0	-0.17
#cinema	0	-0.43
#cinenespanol	0	-0.17
#cinenordeste	0	-0.17
#cineportugal	0	-0.34
#cinismo	0	-0.17
#cinnamonchasers	0	-0.09
#cio	0.08	0.03
#cirocapodelosmedios	-0.16	0.12
#cirogomezleyva	0	-0.09
#ciromedarisa	0	-0.17
#ciroseahombrecito	0	-0.09
#cirotengomiedo	0	-0.09
#ciscofail	0	-0.09
#ciudadabierta	0	-0.09
#ciudadano	0.08	0.06
#ciudadazulchanta	0	-0.17
#ciudadcaracas	0	-0.09
#ciudadccs	0	-2.41
#ciudaddelojete	0	-0.17
#ciudadelcarmen	0	-0.09
#ciudadempresaria	0	-0.09
#ciudadempresarial	0	-0.09
#ciudadocomuna	0	-0.17
#ciudadvictoria	0	-0.26
#ciumenta	0	-0.09
#civil	0	-0.09
#cl	0	-0.34
#clar	0	-0.6
#clarin	0	-0.17
#claro	0	0.1
#claroque	0	-0.86
#clasico	0	-0.09
#clasicosdeholliwod	0	-0.09
#classificados	0	-0.09
#claudia	0	-0.09
#claustrofobia	0	-0.09
#clientes	0	-0.09
#climb	0	-0.09
#clinton	0	-0.52
#clubcasablanca	0	-0.09
#clubdeicaros	0	-0.09
#clubsocial	0	-0.09
#clueless	0	-0.09
#cna	0	-0.34
#cneputo	0	-0.09
#cnn	-0.18	-5
#cnnchile	-0.16	-1.03
#cnnchilexfavor	0	-0.09
#cnne	0	-0.26
#cnnen	0	-0.09
#cnnenespa	0	-0.17
#cnnenespanol	0	-0.09
#cnnespa	0	-0.09
#cnnlive	0.08	0.05
#cnnm	0	-0.26
#cnnmex	0	-0.09
#cnnmexico	0	-5
#co	0	-0.17
#co2	0	-0.09
#cobqeucura	0	-0.26
#cobquecur	0	-0.17
#cobquecura	-0.02	-5
#cobquecurartplease	0	-0.09
#cobquecurau00a0rtu00a0	0	-0.09
#cobracacau	0	-0.17
#cobreloa	0	-0.17
#cocacola	0	-0.26
#cocina	0	-0.09
#cocobambufolia	0	-0.09
#cocofari	0	-0.09
#cocoroca	0	-0.09
#cod6	0	-0.09
#codegua	0.08	0.06
#codyisacam	0	-0.09
#coelemu	0.24	0.03
#cofcof	0	-0.09
#cohigue	0.08	0.06
#coincidencia	0	-0.17
#coisadealuno	0	-0.26
#coisadefan	0.08	0.06
#coisadejones	0.08	-2.45
#col	0	-0.17
#colabora	0	-0.09
#colchagua	0	-0.09
#colcura	0.08	0.06
#coldplay	-0.04	0.09
#coldplaybr	0	-0.09
#coldplayenargentina	0	-0.09
#coldplayinbrazil	-0.08	0.06
#coldplaymx	-0.08	0.06
#colegio	0.08	0.06
#colface	0	-0.09
#colina	0	-0.17
#colirio	0	-0.09
#collague	0	-0.09
#collipulli	0	-0.09
#colmuyao	-1.14	0.73
#colocolo	0	-0.17
#colombia	0.16	-1.8
#colombiana	0	-0.09
#colombianedsjonas	0	-0.95
#colombiawantsjonas	0	-0.17
#coloridos	0	-0.09
#coltauc	0	-0.09
#coltauco	0	-0.17
#com	0	-0.09
#comcient	0	-0.09
#comemierda	-0.08	0.06
#comentariodeamadecasa	0.08	0.06
#comentariomalaond	-0.08	0.06
#comentariomalaonda	-0.08	0.06
#comentarios	0	-0.09
#comentaristadepokerpiadista	0	-0.09
#comercio	-0.24	0.15
#comercioabierto	0	-0.34
#comercios	0	-0.09
#cometeladobla	0	-0.09
#comida	0.08	0.06
#comiteregionalvalpara	0	-0.09
#como	0	-0.26
#comoanoche	0	-0.09
#comoarruinarselacarreraen1a	0	-0.09
#comofas	0	-0.6
#comofaz	0	-0.95
#comogordaentobogan	0	-0.26
#comolidar	0	-0.09
#comomecaga	0.08	0.06
#comonadiesedacuentaquetodoslosterremotosytsunamissonprovocados	0	-0.09
#comoperderfollowers	0	-0.09
#comosellama	0	-0.09
#comotanmalacueva	0	-0.09
#compa	0	-0.09
#completonet	0	-0.09
#compostela	0	-0.09
#comprafacil	0	-0.09
#compras	0	-0.09
#compuniversal	0	-0.17
#comuna	0.32	0.22
#comunicacion	0	-0.09
#comunidadeoficialdabandaflashcolor	0	-0.09
#conarinjusta	0	-0.09
#conatel	0	-0.09
#conc	0	-0.6
#conce	0.32	-0.33
#concentracio	0	-0.09
#concepc	0	-1.12
#concepci	2.58	-5
#concepcin	0	-0.09
#concepcio	-0.02	-5
#concepcion	1.35	-5
#concepcipon	0	-0.09
#concepciu00f2	0	-0.17
#concepciu00f2n	0	-0.52
#concepion	0.08	0.05
#concept	0	-0.17
#conceptio	0	-0.09
#concepto	0	-0.69
#concert	0	-0.26
#concerteza	0	-0.17
#concervezatorio	0	-0.09
#conchal	0	-0.09
#conchali	0	-0.17
#conchemimare	0	-0.09
#conchile	0.46	-4.63
#conchudo	0	-0.09
#concienciacion_y_sensibilizacion_del_personal	0	-0.09
#concluoesanglo	0	-0.17
#concordo	0	-0.09
#concursobb	0	-0.09
#concursobnb	0	-0.09
#concursospublicos	0	-0.09
#condicion	0.08	0.06
#condieso	0	-0.09
#conelsusto	0	-0.34
#conepci	0	-0.09
#confesi	0	-0.09
#confeso	0	-0.09
#confessoque	0	-0.17
#confieso	-2.22	1.92
#confiesoque	-0.08	0.05
#confirmado	0.08	0.06
#confissu00c3o	0	-0.09
#congelando	0	-0.09
#congreso	0	-0.17
#congressovirtual	0	-0.09
#conhaiti	-0.08	0.06
#conmebol	-0.08	0.06
#conquis	0	-0.09
#consejo	0	-0.17
#consejoscomunale	0	-0.09
#conservadores	0	-0.17
#consituci	0	-0.09
#consitucio	0	-0.09
#constituc	0	-0.09
#constituci	-0.02	-5
#constitucio	0	-5
#constitucion	1.83	-5
#constotucion	0	-0.17
#consulado	0	-0.09
#consulta	0	-0.6
#consultes	0	-0.34
#cont	0	-0.26
#conta	0	-0.26
#contacontaconta	0	-0.09
#contact	0	-0.09
#contacto	-0.08	-5
#contactoextraterrestre	0	-0.09
#contactofbarra_gatica	0	-0.09
#contestar	0	-0.09
#contigochile	0	-0.09
#contitucion	0	-0.43
#contodorespeto	-0.08	0.06
#contralasabuelasactualizadas	0	-0.09
#contulm	0	-0.26
#contulmo	-0.57	0.4
#convocatoria	0	-0.09
#cop20	0	-0.17
#copa2010	0	-0.34
#copadavis	0	-0.09
#copalibertadores	0	-0.17
#copano	0	-1.47
#copec	0	-0.17
#coperativa	0.08	-3.75
#copetran	0	-0.09
#copiapo	0	-0.09
#copihue	0	-0.09
#coquimbo	0.16	0.1
#coraz	0	-0.09
#corazon	0	-0.09
#corazonesguerreros	0	-0.17
#corchrane	0	-0.17
#cordoba	-0.08	0.06
#cordoneando	0	-0.09
#corel	0	-0.09
#corinthians	0	-0.17
#coron	0	-0.09
#corona	0	-0.09
#corone	0.08	-0.64
#coronel	0.47	-5
#coronel2	0	-0.09
#coronel_	0	-0.09
#coronelb	0	-0.09
#corral	0	-0.17
#correction	0	-0.09
#corrend	0	-0.09
#correria	0	-0.09
#corrientes	-0.08	-0.47
#corrigindo	0	-0.09
#corteagua	0.16	0.12
#corvi	0	-0.34
#cosadechinitas	0	-0.09
#cosademujerespedorras	0	-0.09
#cosasoscurasestanporsuceder	-0.08	0.06
#cosasqueanadieleimportan	-0.08	-0.04
#cosasqueanadieleinportan	0	-0.09
#cosasquenadielera	0	-0.09
#cosasquequierohacerantesquelmundoseacabe	0.08	0.06
#coshasshabosha	0.08	0.06
#cosmologia	0	-0.09
#cosmowatch	0	-0.52
#cosos	0	-0.09
#costarica	0	-1.12
#costitucion	0	-0.09
#cotelo_costan	0	-0.09
#coya	0	-0.09
#coyhaique	0	-2.5
#cparty	0	-0.09
#cpartybr	0	-0.09
#cq	0	-0.09
#cr	0.08	0.04
#cranberries	0	-0.09
#crap	0	-0.09
#crazy	0	-0.09
#crazynutworld	0	-0.09
#creatividad	0	-0.09
#credo	0	-0.09
#creoenlaucv	0.08	0.04
#crep	0	-0.17
#crepusculonaglobo	0	-0.09
#crescebieber	0	-0.09
#crewbbb	0.24	0.18
#creyente	0	-0.17
#crimedosecretario	0	-0.09
#crimenes	0	-0.09
#crisexistencialmodeon	0	-0.09
#crisis	-0.08	0.06
#crisiscamp	0	-0.17
#cristina	0	-0.09
#cristo	0	-0.09
#crowdsourcing	0	-0.17
#crutones_de_pan	0	-0.09
#cruz	0	-0.17
#cruzroja	0	-2.16
#cruzrojachilena	0	-0.86
#cruzrojainforma	0.05	0.06
#cruzrojschilena	0	-0.09
#cry	0	-0.43
#csa	0	-0.09
#css	0.16	0.12
#ct	0.08	0.05
#cu00e2mbio	0	-0.09
#cuadrante	0	-3.19
#cual	0	-0.09
#cuandomejubile	0.08	0.06
#cuandonecesitotiempopataller	0	-0.09
#cuandoteniacinco	0	-0.09
#cuandoteniadoce	0	-0.09
#cuandoteniaonce	-1.07	0.31
#cuandoteniaponce	0	-0.17
#cuandotuiteo	-1.31	0.59
#cuaresma	0	-0.09
#cuate	0	-0.09
#cub	0	-0.26
#cuba	-0.02	-5
#cubana	0	-0.09
#cubanos	0	-0.09
#cucododo	0.16	0.12
#cuek	-0.08	0.06
#cuentosdevieja	0.08	0.06
#culinaria	0	-0.17
#culpadech	0	-0.09
#culpadechavez	0	-0.43
#culpadescalona	0	-0.09
#culpadomcfly	0	-0.17
#cultura	0	-0.34
#culturachup	0	-0.09
#culturalivre	0	-0.17
#culturanegra	0	-0.09
#culturashupistica	0	-0.09
#culturasustentable	0	-0.26
#cumbiavillera	0	-0.09
#cumplea	0	-0.09
#cumplevicioso	0	-0.09
#cunaripe	0.08	0.01
#cunco	0	-0.09
#cupida	0	-0.09
#cur	0	-0.09
#cura	0	-0.09
#curacauti	0	-0.09
#curacautin	0	-0.43
#curacavi	0	-0.17
#curan	0	-0.09
#curanil	0	-0.17
#curanilahu	0	-0.34
#curanilahue	0.57	-2.27
#curanip	0.4	-4.6
#curanipe	2.38	0.46
#curept	0	-0.17
#curepto	-0.24	0.06
#curetaje	0	-0.09
#curic	-0.12	-0.89
#curico	-0.03	-5
#curicu00f	0	-0.17
#curiosa	0	-0.26
#curiosidad	0	-0.17
#curiosidades	0	-0.09
#curioso	0	-0.34
#curiosos	0	-0.09
#curitiba	0	-0.09
#curling	0	-0.69
#curlingfacts	0	-0.09
#curtaconto	0	-0.17
#cytve	0	-0.26
#d	0	-1.12
#daddyyanke	0.32	0.19
#dalena	0	-0.09
#dalomismo	0	-0.09
#dama	0	-0.09
#damnificados	0	-0.34
#damnificadoschile	0	-0.09
#dan	0	-0.09
#dance	0	-0.17
#danieldenana	0.08	0.04
#danvalbusa	0	-0.09
#danza	0	-0.17
#data	0	-0.69
#dato	0	-0.09
#datocurioso	0	-0.26
#datodeviejatriplera	0	-0.09
#datoinutil	0	-0.09
#datonerd	0	-0.09
#datonocientificoatall	0	-0.09
#datos	0	-0.43
#datosterremoto	0	-0.09
#datosterremotos	0	-0.17
#datoutil	0.08	0.06
#davida	-0.16	0.12
#davidarchuleta	-0.76	0.22
#dc	0	-0.17
#dd11	0	-0.09
#de	0	-0.17
#de8a10	0.08	0.04
#dead	0	-0.09
#deals	0	-0.09
#deargo	0	-0.09
#deb_fichalimpa	0	-0.17
#debateconservador	0	-0.09
#debcaldas	0	-0.09
#debian	0	-0.09
#debo	0	-0.09
#deboconfesar	0	-0.09
#decadencia	0	-0.09
#decadenciatotal	0	-0.09
#dechileadmiro	-0.08	-0.04
#decidir	0	-0.09
#declaracaoaleatoria	0	-0.09
#decuerola	0	-0.09
#defenestrar	0	-0.09
#defes	0	-0.09
#defesnestrar	0	-0.09
#define	0	-0.17
#degradacaofelings	0	-0.09
#deinteresmundial	0	-0.09
#dejamedejoder	0	-0.09
#del	0	-0.17
#dele	0	-0.09
#delicia	0	-0.09
#delicious	0	-0.09
#delincuenci	0	-0.09
#delincuencia	0	-0.09
#dellanno	0	-0.09
#delmmza	0.08	0.04
#delopeor	0	-0.09
#delpotro	0	-0.09
#delrock	0	-0.09
#dels	0	-0.17
#delta	0	-0.09
#demaciado	0	-0.09
#demaciadotarde	0	-0.09
#demasiad	0	-2.07
#demasiado	2.15	0.04
#demasiadotarde	-0.08	0.04
#demencianata	0	-0.09
#demerol	0	-0.09
#democracia	0	-0.09
#demora	0	-0.09
#demosunamanoportodochile	0	-0.09
#dengue	0	-0.09
#denisserosenthal	0	-0.09
#depinga	0	-0.17
#depoisdoalmoco	0	-0.09
#deporte	0	-0.17
#depre	0	-0.09
#depressaomodeon	0	-0.09
#derechas	0	-0.09
#derechoshumanos	-0.16	0.12
#dertse	0	-0.86
#des	0	-0.09
#desabafo	0	-0.17
#desanpedroastgoconcadiz	0	-0.09
#descanzonecesario	0	-0.09
#desconectando	0	-0.09
#desconferenciaunifor	0	-0.34
#desconto	0	-0.09
#descontro	0	-0.09
#descontrol	0.08	0.05
#desdechile	0	-1.29
#desdemicielo	0	-0.09
#desencontros	0	-0.09
#deseosparamarzo	-1.14	0.84
#deserto	0	-0.09
#desespero	0	-0.17
#deshasuperfail	0	-0.09
#design	0	-1.03
#designersforchile	0	-0.17
#desinformaci	0	-0.09
#desinformacion	0	-0.09
#desinformada	0	-0.09
#desintegrado	0.08	0.06
#desnudo	0	-0.09
#desocupadamaster	0	-0.09
#desorden	0	-0.09
#despreocupada	0	-0.09
#desrosier	0	-0.09
#destroy	0	-0.09
#desubicados	0	-0.86
#detalpalotalastilla	0.16	0.12
#detonautas	0	-0.09
#devassa	0	-0.09
#devices	0	-0.17
#devmentor	0	-0.09
#devorabailey	0	-0.09
#df	0	-0.78
#dfponiente	0	-0.09
#dh	0	-0.09
#di	0	-0.09
#diacortoterremoto	0	-0.17
#diadamulherpanvel	0	-0.09
#diadelacabramagica	0	-0.26
#diadelalbu	0	-0.09
#diadelalbur	0.51	0.11
#dialdelalbur	0.08	0.06
#diarioatacama	0	-0.17
#diariovasco	0	-0.26
#dibobresgate	0	-0.09
#dica	0	-0.26
#dicaparapobre	0	-0.09
#dicas	0	-0.09
#dicasdesuco	0	-0.09
#dicasinteressantes	0	-0.09
#dicasparastalkers	0	-0.09
#dicen	0	-0.34
#dicenque	0	-0.09
#dicesar	0	-0.17
#dichat	0	-1.12
#dichato	0.65	-5
#dico	0	-0.09
#dicsonario	0	-0.09
#dictadura	0	-0.09
#dieguito	0	-0.09
#dieta	0	-0.09
#dif	0	-0.09
#dificildecrer	0	-0.09
#difundamos	0	-0.09
#difuntoscorreas	0	-0.17
#diganaoaoconcerteza	0	-0.09
#digitaldays	0	-0.09
#digitarios	0	-0.09
#diguito	0	-0.09
#dilma	0	-1.03
#dimmy	0	-0.09
#dimujer	0	-0.17
#dios	0	-0.69
#diosayuda	0	-0.09
#diosayudalosenchilecuidalosmucho	0	-0.17
#diosdadoarreglaelkm0	0	-0.09
#diositoesgrande	0	-0.09
#diosnoslibre	0	-0.09
#diputados	0	-0.09
#dis_cursi_to	0	-0.09
#discapacidad	0	-0.09
#disculpasdemoda	0	-0.09
#disenadoresporchile	0	-0.26
#disesar	0	-0.09
#disfrutarmarz	0	-0.09
#disfrutarmarzo	0	-0.17
#disney	0	-0.09
#dispuestosayudarachile	0	-0.09
#distribucion_documentacion	0	-0.09
#diva	0	-0.09
#divamiley	0	-0.09
#divapipoca	0.32	0.24
#divididos	0	-0.09
#divo	0	-0.26
#divointegral	0	-0.09
#divulguem	0	-0.17
#djmendez	0	-0.34
#djwho	0	-0.09
#djxhift	0	-0.09
#dl147	0	-0.09
#dlc	0	-0.09
#dn	0	-0.26
#do	0	-0.17
#docentes	0	-0.09
#doesangue	0	-0.09
#dolordecuello	0	-0.09
#domingo	0.08	0.06
#domingosdesabina	0	-0.09
#dominicana	0	-0.09
#dominicanosoy	-0.08	-0.21
#dominocanosoy	0.08	0.06
#domorro	0	-0.26
#donaci	0	-0.26
#donacion	0	-0.09
#donaciones	0	-0.43
#donacioneschile	0	-0.09
#donante	0	-0.09
#donantechile	0.05	-0.9
#donar	0	-0.09
#donarsangre	0	-0.17
#donarsangrechile	0	-0.17
#dondestaelnaquito	-0.16	0.12
#done	0	-0.09
#donfrancisco	-0.16	0.08
#donomar	0	-0.09
#dontbejealous	0	-0.09
#dontjudgeme	0	-0.09
#dontpanic	0	-0.09
#doralaexploradora	0	-0.17
